,timestamp,video,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,0.0,545,-0.122,0.226,0.12,-0.028,0.188,2.42,3.1,0.0,0.65,0.08,0.67,0.35,0.0,0.0,0.13,0.88,0.44,0.0,0.36,0.0,0.0,1.16
1,0.08,545,-0.14400000000000002,0.294,0.156,-0.038,0.211,2.11,3.15,0.0,0.19,0.12,1.68,0.83,0.27,0.0,0.46,1.24,0.48,0.0,0.39,0.33,0.03,1.14
2,0.16,545,-0.153,0.313,0.175,-0.039,0.228,2.27,3.11,0.0,0.13,0.15,1.54,0.78,0.37,0.0,0.0,1.11,0.57,0.0,0.73,0.33,1.4,1.44
3,0.24,545,-0.165,0.342,0.188,-0.006999999999999999,0.243,2.07,2.88,0.0,0.74,0.31,2.16,0.35,1.16,0.06,0.42,0.96,0.95,0.0,0.26,0.44,0.61,1.27
4,0.32,545,-0.151,0.364,0.185,0.019,0.261,2.11,2.82,0.0,0.0,0.66,2.24,0.9,0.62,0.16,0.0,1.27,0.02,0.0,0.06,0.56,0.0,1.39
5,0.4,545,-0.142,0.378,0.192,0.033,0.269,1.95,2.92,0.0,0.53,0.89,2.39,0.55,0.83,0.37,0.0,0.61,0.14,0.0,0.12,0.38,0.0,1.35
6,0.48,545,-0.104,0.338,0.17600000000000002,0.026,0.275,2.04,3.0,0.0,0.29,0.76,2.29,0.69,0.41,0.44,0.0,1.26,0.06,0.0,0.35,0.36,0.47,1.09
7,0.56,545,-0.102,0.343,0.184,0.022,0.276,1.93,3.03,0.0,0.1,0.65,2.14,0.29,0.02,0.5,0.0,1.62,0.36,0.0,0.29,0.23,0.0,1.17
8,0.64,545,-0.097,0.378,0.19,0.015,0.274,1.48,2.69,0.0,0.13,0.88,1.76,0.75,0.1,0.58,0.0,2.21,0.6,0.0,0.32,0.52,0.0,1.28
9,0.72,545,-0.098,0.38,0.199,0.017,0.271,1.77,2.56,0.0,0.15,0.78,2.29,0.39,1.61,0.34,0.0,1.18,1.89,0.02,0.27,0.33,1.12,1.2
10,0.8,545,-0.014,0.375,0.183,0.015,0.274,1.95,2.89,0.0,0.0,0.97,2.32,0.65,0.46,0.66,0.0,1.22,0.53,0.0,0.0,0.41,0.0,2.25
11,0.88,545,-0.141,0.35100000000000003,0.187,0.013,0.271,1.78,3.13,0.0,0.02,0.85,0.91,0.0,0.63,0.76,0.0,0.93,0.82,0.0,0.3,0.41,0.34,3.31
12,0.96,545,-0.07400000000000001,0.384,0.163,0.013,0.274,2.06,3.11,0.0,0.45,0.83,1.86,0.05,0.73,0.87,0.0,1.4,1.3,0.0,0.0,0.31,0.0,2.7
13,1.04,545,-0.062,0.39,0.179,0.006999999999999999,0.276,1.36,2.47,0.0,0.28,1.0,2.0,0.04,0.0,0.53,0.0,1.07,0.53,0.0,0.77,0.58,0.0,2.33
14,1.12,545,-0.032,0.4,0.184,0.002,0.279,1.16,1.75,0.0,0.0,0.92,2.08,0.0,0.0,0.62,0.0,2.12,0.54,0.0,0.0,0.67,0.0,1.96
15,1.2,545,-0.033,0.369,0.215,0.004,0.273,0.96,1.36,0.0,0.0,1.02,2.79,0.79,0.71,0.34,0.0,1.62,0.9,0.37,0.0,0.51,0.0,1.69
16,1.28,545,-0.016,0.365,0.221,0.002,0.272,1.01,0.86,0.0,0.0,1.07,3.09,0.89,1.15,0.07,0.0,1.11,0.77,0.0,0.36,0.41,0.16,1.36
17,1.36,545,-0.041,0.332,0.21600000000000005,-0.001,0.269,0.66,0.82,0.08,0.0,1.16,2.48,0.58,1.59,0.0,0.0,1.24,0.85,0.0,0.37,0.19,0.36,1.22
18,1.44,545,-0.033,0.345,0.217,-0.002,0.268,0.97,0.84,0.0,0.0,1.14,3.11,0.6,1.62,0.1,0.0,1.35,1.11,0.0,0.5,0.14,0.36,1.13
19,0.0,551,-0.022,0.41,0.469,0.106,-0.133,0.0,0.0,0.75,0.0,0.91,1.11,0.64,0.01,0.07,0.31,0.0,0.0,0.71,0.0,0.93,1.7,0.32
20,0.13,551,-0.029,0.408,0.461,0.11,-0.112,0.0,0.01,0.83,0.0,0.43,0.52,0.39,0.13,0.01,0.52,0.0,0.0,0.84,0.0,0.65,1.46,0.5
21,0.261,551,-0.037000000000000005,0.41,0.463,0.118,-0.106,0.0,0.0,0.46,0.0,0.46,0.74,0.51,0.22,0.05,0.0,0.0,0.0,0.91,0.0,0.6,1.64,0.44
22,0.391,551,-0.04,0.423,0.482,0.122,-0.105,0.0,0.0,0.96,0.0,0.68,0.0,0.22,0.0,0.17,0.0,0.0,0.0,0.83,0.0,0.67,1.45,0.29
23,0.522,551,-0.044,0.415,0.469,0.127,-0.104,0.0,0.0,0.38,0.0,0.79,0.14,0.42,0.2,0.0,0.0,0.0,0.0,0.66,0.0,0.73,1.91,0.18
24,0.652,551,-0.05,0.408,0.459,0.133,-0.104,0.0,0.0,0.28,0.0,0.66,0.0,0.35,0.0,0.08,0.13,0.0,0.0,0.94,0.0,0.73,1.47,0.04
25,0.7829999999999999,551,-0.053,0.402,0.457,0.136,-0.103,0.0,0.11,0.95,0.0,0.94,0.38,0.9,0.16,0.21,0.19,0.0,0.0,1.13,0.0,0.83,2.01,0.0
26,0.913,551,-0.061,0.391,0.439,0.146,-0.103,0.49,0.22,0.88,0.0,0.85,0.59,0.71,0.02,0.01,0.24,0.0,0.0,0.38,0.0,0.69,1.95,0.0
27,1.043,551,-0.067,0.392,0.439,0.154,-0.106,0.0,0.0,0.94,0.0,0.76,0.47,0.8,0.0,0.06,0.3,0.0,0.13,0.21,0.0,0.86,3.24,0.0
28,1.1740000000000002,551,-0.062,0.391,0.438,0.147,-0.103,0.51,0.17,1.19,0.0,0.72,0.98,0.92,0.0,0.22,0.47,0.0,0.0,0.67,0.0,1.06,1.77,0.0
29,1.304,551,-0.059,0.391,0.439,0.14300000000000002,-0.108,0.58,0.3,0.67,0.0,1.05,0.01,0.5,0.06,0.23,0.28,0.0,0.0,0.27,0.0,1.02,2.63,0.0
30,1.435,551,-0.059,0.384,0.428,0.142,-0.107,0.19,0.0,0.65,0.0,0.75,0.33,0.61,0.0,0.07,0.53,0.0,0.0,0.0,0.0,0.75,1.48,0.0
31,1.565,551,-0.064,0.385,0.4270000000000001,0.151,-0.115,0.0,0.07,0.88,0.0,0.96,0.83,0.43,0.0,0.25,0.12,0.0,0.0,0.08,0.0,0.8,2.26,0.0
32,0.0,579,0.18600000000000005,0.201,0.031,-0.256,0.28,1.8,0.0,0.41,0.0,0.04,2.37,0.0,1.24,0.0,0.37,1.86,0.8,0.21,0.0,0.04,1.14,0.98
33,0.218,579,0.172,0.212,0.087,-0.276,0.31,1.67,0.0,0.0,0.0,0.01,2.11,0.0,1.21,0.0,0.0,1.5,0.85,0.82,0.0,0.0,0.99,0.86
34,0.436,579,0.195,0.25,0.16899999999999998,-0.278,0.336,2.03,0.0,0.51,0.0,0.0,2.36,0.0,0.38,0.0,0.36,1.1,0.76,1.19,0.0,0.0,0.0,0.62
35,0.655,579,0.218,0.28300000000000003,0.188,-0.268,0.359,1.32,0.0,1.37,0.0,0.0,2.03,0.0,1.53,0.24,0.43,1.26,2.02,1.0,0.0,0.0,0.0,0.58
36,0.873,579,0.243,0.289,0.227,-0.32,0.37,1.63,0.0,1.41,0.0,0.12,1.98,0.0,0.84,0.18,0.0,1.43,3.43,1.6,0.0,0.0,0.0,0.83
37,1.091,579,0.263,0.272,0.153,-0.349,0.339,0.86,0.0,1.99,0.0,0.6,2.34,1.29,1.8,0.0,0.0,1.03,1.5,2.28,0.18,0.5,0.0,0.79
38,2.182,579,0.212,0.231,0.165,-0.32299999999999995,0.353,2.06,0.0,1.2,0.0,0.52,0.94,0.0,1.41,1.08,0.55,0.93,2.75,0.65,0.16,0.12,0.0,0.74
39,2.4,579,0.245,0.22,0.132,-0.322,0.354,1.97,0.0,0.85,0.0,0.0,0.74,0.0,1.02,0.26,0.22,0.71,0.58,0.53,0.0,0.0,0.0,0.62
40,2.6180000000000003,579,0.223,0.205,0.08199999999999999,-0.349,0.333,1.76,0.0,0.95,0.0,0.02,1.43,0.0,1.22,0.0,0.0,0.88,1.03,0.01,0.0,0.0,0.0,0.44
41,2.8360000000000003,579,0.242,0.219,0.077,-0.355,0.32299999999999995,1.6,0.0,1.09,0.0,0.03,1.63,0.0,2.14,0.0,0.0,1.1,1.05,0.48,0.0,0.0,0.0,0.67
45,0.722,586,-0.259,0.17600000000000002,0.045,0.401,0.043,1.79,0.0,2.12,0.0,0.13,1.98,0.0,1.73,0.25,0.13,0.62,0.67,0.0,0.0,0.37,0.89,1.21
46,0.812,586,-0.371,0.215,0.069,0.5660000000000001,0.073,1.52,0.0,1.44,1.16,0.0,0.77,0.7,1.11,0.25,0.0,0.91,0.45,0.0,0.22,0.7,0.96,0.53
47,1.3530000000000002,586,-0.388,-0.129,-0.466,0.623,0.531,1.62,0.68,1.66,1.52,0.0,0.0,0.16,0.14,0.0,0.92,1.12,0.0,1.68,0.0,0.15,1.84,0.11
48,1.444,586,-0.407,-0.15,-0.514,0.633,0.585,0.04,0.0,1.53,1.36,0.0,0.0,0.5,0.11,0.0,0.0,1.25,0.46,1.67,0.0,0.0,2.25,0.0
49,0.0,155,-0.224,0.189,0.099,0.304,0.066,0.0,0.0,0.0,0.0,0.26,0.61,0.0,0.0,0.54,1.69,0.0,0.0,0.57,0.0,0.47,0.79,1.21
50,0.15,155,-0.229,0.194,0.086,0.303,0.083,0.0,0.0,0.0,0.0,0.26,0.27,0.0,0.0,0.84,1.42,0.0,0.0,0.38,0.0,0.34,0.85,1.84
51,0.3,155,-0.237,0.197,0.086,0.309,0.094,0.0,0.0,0.0,0.0,0.3,0.66,0.0,0.0,1.16,0.99,0.0,0.0,0.22,0.0,0.45,0.75,2.08
52,0.45,155,-0.237,0.196,0.098,0.306,0.092,0.0,0.0,0.0,0.0,0.43,1.35,0.0,0.0,1.2,1.31,0.0,0.0,0.2,0.15,0.52,0.24,1.77
53,0.6,155,-0.238,0.207,0.112,0.306,0.08800000000000001,0.0,0.0,0.0,0.0,0.3,1.48,0.0,0.0,1.25,1.47,0.0,0.0,0.36,0.25,0.73,0.64,1.68
54,0.75,155,-0.234,0.21600000000000005,0.126,0.297,0.083,0.0,0.0,0.0,0.0,0.13,1.26,0.0,0.0,1.18,1.13,0.0,0.0,0.42,0.28,0.69,0.9,1.59
55,0.9,155,-0.23,0.228,0.145,0.292,0.084,0.0,0.0,0.0,0.0,0.26,1.56,0.0,0.0,1.15,1.14,0.0,0.0,0.49,0.25,0.64,1.29,1.49
56,1.05,155,-0.226,0.222,0.13699999999999998,0.287,0.084,0.0,0.0,0.0,0.0,0.17,1.25,0.0,0.0,1.01,0.91,0.0,0.0,0.82,0.28,0.64,0.81,1.64
57,1.2,155,-0.22,0.212,0.127,0.278,0.086,0.0,0.0,0.0,0.0,0.31,1.5,0.0,0.0,1.04,0.64,0.0,0.0,0.81,0.39,0.66,0.63,1.61
58,1.35,155,-0.213,0.198,0.106,0.269,0.087,0.0,0.0,0.0,0.0,0.27,1.17,0.0,0.0,1.03,0.71,0.0,0.0,0.95,0.4,0.69,0.65,1.69
59,1.5,155,-0.213,0.185,0.087,0.273,0.08199999999999999,0.0,0.0,0.0,0.0,0.34,1.82,0.0,0.0,1.06,0.67,0.0,0.0,1.02,0.24,0.62,1.22,1.8
60,1.65,155,-0.212,0.156,0.05,0.274,0.086,0.0,0.0,0.0,0.0,0.32,1.42,0.0,0.0,0.9,0.73,0.0,0.0,0.53,0.22,0.11,0.0,1.83
61,1.8,155,-0.214,0.108,-0.025,0.279,0.093,0.0,0.0,0.0,0.0,0.25,0.84,0.0,0.0,0.52,0.81,0.0,0.0,0.82,0.04,0.0,0.0,1.89
62,0.0,633,0.24,0.384,0.465,-0.32,0.192,1.0,1.65,0.0,1.23,0.48,0.06,0.12,0.9,0.44,0.0,0.0,0.87,0.65,0.0,0.0,0.0,0.0
63,0.1,633,0.274,0.4,0.495,-0.376,0.22,1.56,1.64,0.32,1.87,0.52,0.13,0.0,0.86,0.5,0.0,0.0,2.01,0.46,0.0,0.0,0.01,0.0
64,0.2,633,0.306,0.4270000000000001,0.537,-0.429,0.271,1.42,1.67,0.39,1.99,0.02,0.7,0.0,0.06,0.0,0.0,0.25,0.83,0.07,0.0,0.0,0.0,0.0
65,0.3,633,0.314,0.433,0.555,-0.446,0.289,1.16,1.33,0.4,1.82,0.17,1.23,0.26,0.5,0.12,0.0,0.84,1.48,0.03,0.0,0.0,0.0,0.0
66,0.4,633,0.28800000000000003,0.413,0.536,-0.401,0.253,1.05,1.23,0.0,2.18,0.0,0.51,0.0,0.81,0.0,0.0,0.0,1.21,0.97,0.0,0.0,0.0,0.0
67,0.5,633,0.282,0.403,0.519,-0.388,0.231,1.18,1.06,0.0,2.32,0.08,0.64,0.0,1.03,0.16,0.0,0.0,0.94,0.67,0.0,0.0,0.1,0.0
68,0.6,633,0.28600000000000003,0.409,0.526,-0.393,0.232,1.34,1.26,0.31,2.37,0.0,0.0,0.08,0.8,0.33,0.0,0.0,1.37,0.68,0.0,0.0,0.04,0.0
69,0.7,633,0.29,0.411,0.53,-0.401,0.232,1.06,1.12,0.12,1.77,0.14,0.24,0.0,1.17,0.24,0.0,0.0,1.12,0.75,0.0,0.0,1.04,0.0
70,0.8,633,0.308,0.425,0.5479999999999999,-0.434,0.253,1.56,1.32,0.32,2.36,0.23,0.89,0.0,1.31,0.13,0.0,0.05,1.38,0.0,0.0,0.0,0.31,0.0
71,0.9,633,0.329,0.424,0.5429999999999999,-0.472,0.264,0.75,1.0,0.64,1.88,0.18,0.97,0.0,0.83,0.0,0.0,0.0,1.42,0.55,0.0,0.0,0.0,0.0
72,1.0,633,0.327,0.407,0.526,-0.469,0.257,1.07,1.09,0.83,1.9,0.02,0.69,0.0,0.51,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0
73,1.1,633,0.313,0.391,0.508,-0.442,0.229,1.45,1.26,0.11,2.79,0.03,0.65,0.0,0.05,0.0,0.0,0.0,0.73,0.68,0.0,0.0,0.0,0.0
74,1.2,633,0.308,0.396,0.515,-0.431,0.223,0.87,0.99,0.23,2.51,0.16,0.66,0.0,0.24,0.08,0.0,0.0,0.64,0.7,0.0,0.0,0.59,0.0
75,1.3,633,0.307,0.399,0.514,-0.426,0.215,1.41,0.94,0.39,2.16,0.08,0.23,0.15,0.65,0.15,0.0,0.0,1.04,1.06,0.0,0.0,0.19,0.0
76,1.4,633,0.313,0.404,0.519,-0.435,0.218,1.56,1.12,0.38,2.2,0.15,0.57,0.0,0.74,0.19,0.0,0.29,1.01,0.49,0.0,0.0,0.1,0.0
77,1.5,633,0.328,0.417,0.535,-0.463,0.239,1.28,0.82,0.74,1.94,0.0,0.6,0.0,0.37,0.0,0.0,0.24,1.99,0.13,0.0,0.0,0.53,0.0
78,1.6,633,0.326,0.41,0.531,-0.458,0.237,1.33,0.98,0.97,2.09,0.0,0.53,0.0,0.19,0.0,0.0,0.0,1.51,0.83,0.0,0.0,0.0,0.0
79,1.7,633,0.316,0.408,0.53,-0.443,0.231,1.49,0.78,0.77,2.06,0.0,0.72,0.0,0.41,0.0,0.0,0.0,1.72,0.81,0.0,0.0,0.14,0.0
80,0.0,141,0.037000000000000005,-0.091,-0.22,-0.046,-0.214,1.81,0.0,1.46,0.0,1.21,0.66,0.0,0.2,0.63,0.63,0.0,0.3,0.52,1.03,0.0,0.0,0.1
81,0.1,141,0.096,-0.058,-0.198,-0.13,-0.28300000000000003,1.18,0.0,1.13,0.0,1.15,0.62,0.0,0.65,0.34,0.44,0.0,0.65,0.0,0.47,0.0,0.0,0.22
82,0.2,141,0.13699999999999998,-0.042,-0.188,-0.188,-0.366,0.83,0.0,0.7,0.0,0.3,0.0,0.16,0.06,0.0,0.0,0.52,0.66,0.32,0.0,0.0,0.0,0.0
83,0.3,141,0.132,-0.008,-0.14,-0.16399999999999998,-0.414,0.7,0.0,0.69,0.0,0.11,0.0,0.0,0.23,0.0,0.0,0.63,0.22,0.0,0.0,0.0,0.0,0.26
84,0.4,141,0.135,0.023,-0.095,-0.149,-0.446,0.99,0.0,1.26,0.0,0.33,0.22,0.13,0.18,0.0,0.0,0.84,0.02,0.38,0.0,0.0,0.0,0.52
85,0.5,141,0.142,0.041,-0.07,-0.147,-0.461,0.61,0.0,0.92,0.0,0.51,0.25,0.07,0.22,0.0,0.0,1.02,0.04,0.13,0.0,0.0,0.0,0.6
86,0.6,141,0.145,0.048,-0.061,-0.147,-0.464,0.61,0.0,1.11,0.0,0.5,0.1,0.26,0.08,0.0,0.0,1.15,0.22,0.05,0.0,0.0,0.0,0.68
87,0.7,141,0.147,0.051,-0.057,-0.147,-0.463,1.16,0.0,1.07,0.0,0.49,0.0,0.35,0.03,0.0,0.0,1.23,0.59,0.44,0.0,0.0,0.0,0.62
88,0.8,141,0.147,0.052000000000000005,-0.056,-0.147,-0.463,1.3,0.0,1.13,0.0,0.57,0.22,0.31,0.26,0.0,0.0,1.18,0.52,0.54,0.0,0.0,0.0,0.63
89,0.9,141,0.149,0.054000000000000006,-0.054000000000000006,-0.147,-0.462,0.75,0.0,1.08,0.0,0.57,0.33,0.19,0.08,0.0,0.0,1.02,0.26,0.13,0.0,0.0,0.0,0.57
90,1.0,141,0.15,0.056,-0.053,-0.149,-0.459,0.95,0.0,1.27,0.0,0.53,0.65,0.25,0.07,0.0,0.0,1.21,0.19,0.22,0.0,0.0,0.0,0.63
91,1.1,141,0.152,0.058,-0.049,-0.152,-0.459,0.91,0.0,1.17,0.0,0.38,0.72,0.16,0.0,0.0,0.0,1.21,0.25,0.0,0.0,0.0,0.0,0.53
92,1.2,141,0.153,0.058,-0.049,-0.153,-0.455,0.93,0.0,1.39,0.07,0.44,0.76,0.5,0.23,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.54
93,1.3,141,0.152,0.057,-0.051,-0.153,-0.455,0.91,0.0,1.22,0.0,0.44,0.38,0.47,0.24,0.0,0.0,1.03,0.06,0.0,0.0,0.0,0.0,0.53
94,1.4,141,0.154,0.06,-0.048,-0.155,-0.453,1.23,0.0,1.61,0.0,0.55,0.92,0.33,0.04,0.0,0.0,1.07,0.13,0.0,0.02,0.0,0.0,0.56
95,1.5,141,0.156,0.063,-0.044,-0.159,-0.448,1.1,0.0,1.15,0.0,0.61,0.45,0.33,0.07,0.0,0.0,1.08,0.32,0.0,0.0,0.0,0.0,0.34
96,1.6,141,0.156,0.062,-0.047,-0.16,-0.447,0.93,0.0,1.01,0.0,0.6,0.52,0.28,0.15,0.0,0.0,1.1,0.26,0.0,0.0,0.0,0.0,0.4
97,1.7,141,0.162,0.061,-0.049,-0.17,-0.445,0.92,0.0,1.33,0.0,0.49,0.59,0.06,0.41,0.0,0.0,0.83,0.0,0.51,0.0,0.58,0.0,0.36
98,1.8,141,0.166,0.058,-0.055,-0.173,-0.445,1.11,0.0,1.31,0.0,0.39,0.31,0.2,0.3,0.0,0.0,1.28,0.02,0.8,0.0,0.97,0.68,0.34
99,1.9,141,0.163,0.053,-0.06,-0.16899999999999998,-0.445,1.29,0.0,1.59,0.0,0.28,0.48,0.32,0.0,0.0,0.0,0.95,0.05,0.52,0.0,0.98,0.24,0.31
100,2.0,141,0.162,0.049,-0.064,-0.171,-0.442,0.97,0.0,1.59,0.0,0.31,0.33,0.14,0.0,0.0,0.0,1.09,0.0,0.5,0.0,0.88,0.43,0.27
101,2.1,141,0.159,0.039,-0.078,-0.166,-0.441,0.79,0.0,1.44,0.02,0.37,0.0,0.36,0.0,0.0,0.0,1.01,0.05,0.54,0.0,0.72,0.0,0.32
102,2.2,141,0.159,0.038,-0.08,-0.16699999999999998,-0.44,0.93,0.0,1.39,0.0,0.35,0.08,0.44,0.04,0.0,0.0,1.12,0.0,0.7,0.0,0.71,0.0,0.34
103,2.3,141,0.159,0.043,-0.07,-0.17,-0.434,0.85,0.0,1.29,0.09,0.35,0.17,0.41,0.24,0.0,0.0,1.01,0.0,0.56,0.0,0.82,0.0,0.32
104,2.4,141,0.162,0.048,-0.065,-0.173,-0.434,0.64,0.0,1.35,0.02,0.48,0.18,0.58,0.41,0.0,0.0,1.0,0.0,0.34,0.0,0.82,0.07,0.33
105,2.5,141,0.161,0.05,-0.062,-0.17,-0.4370000000000001,0.78,0.0,1.31,0.09,0.48,0.63,0.46,0.36,0.0,0.0,1.1,0.0,0.39,0.0,0.63,0.0,0.34
106,2.6,141,0.158,0.048,-0.061,-0.165,-0.442,1.14,0.0,1.31,0.28,0.43,0.17,0.45,0.46,0.0,0.0,1.21,0.0,0.48,0.0,0.52,0.0,0.2
107,2.7,141,0.155,0.047,-0.063,-0.16,-0.442,1.08,0.0,1.29,0.0,0.41,0.17,0.57,0.68,0.0,0.0,1.11,0.03,0.63,0.0,0.49,0.26,0.34
108,2.8,141,0.151,0.043,-0.065,-0.151,-0.446,1.04,0.0,1.45,0.0,0.41,0.33,0.55,0.47,0.0,0.0,1.13,0.24,0.68,0.0,0.35,0.0,0.33
109,2.9,141,0.141,0.038,-0.069,-0.13699999999999998,-0.451,0.84,0.0,1.41,0.03,0.39,0.23,0.4,0.52,0.0,0.0,1.34,0.29,0.54,0.0,0.14,0.0,0.5
110,3.0,141,0.139,0.039,-0.068,-0.135,-0.451,0.81,0.0,1.47,0.0,0.41,0.0,0.48,0.06,0.0,0.03,1.06,0.0,0.08,0.0,0.0,0.0,0.4
111,3.1,141,0.14,0.04,-0.068,-0.139,-0.45,0.87,0.0,1.37,0.0,0.34,0.05,0.12,0.31,0.0,0.0,1.05,0.01,0.0,0.0,0.0,0.0,0.37
112,3.2,141,0.142,0.045,-0.062,-0.14400000000000002,-0.449,1.03,0.0,1.15,0.0,0.51,0.1,0.31,0.38,0.0,0.05,1.22,0.0,0.0,0.0,0.0,0.0,0.41
113,3.3,141,0.141,0.045,-0.063,-0.142,-0.45,1.08,0.0,1.13,0.0,0.53,0.03,0.21,0.33,0.0,0.17,1.26,0.0,0.0,0.0,0.0,0.0,0.37
114,3.4,141,0.139,0.047,-0.06,-0.14,-0.454,0.82,0.0,0.85,0.0,0.51,0.02,0.16,0.65,0.0,0.0,1.03,0.03,0.31,0.0,0.0,0.0,0.36
115,3.5,141,0.13699999999999998,0.05,-0.054000000000000006,-0.136,-0.459,0.77,0.0,0.66,0.0,0.52,0.44,0.06,0.5,0.0,0.0,1.31,0.08,0.36,0.0,0.0,0.0,0.35
116,3.6,141,0.138,0.05,-0.054000000000000006,-0.136,-0.459,0.85,0.0,0.59,0.0,0.52,0.38,0.15,0.37,0.0,0.0,1.28,0.14,0.34,0.0,0.0,0.0,0.34
117,3.7,141,0.138,0.053,-0.05,-0.135,-0.459,0.84,0.0,0.86,0.0,0.5,0.46,0.19,0.44,0.0,0.0,1.24,0.0,0.21,0.0,0.0,0.0,0.42
118,3.8,141,0.13699999999999998,0.051,-0.052000000000000005,-0.133,-0.459,0.64,0.0,1.09,0.0,0.56,0.34,0.05,0.52,0.0,0.0,1.14,0.06,0.04,0.0,0.0,0.0,0.38
119,3.9,141,0.13699999999999998,0.05,-0.051,-0.134,-0.461,0.73,0.0,0.82,0.0,0.65,0.38,0.13,0.51,0.0,0.11,1.08,0.08,0.17,0.0,0.0,0.0,0.38
120,4.0,141,0.138,0.052000000000000005,-0.048,-0.135,-0.462,0.91,0.0,0.94,0.0,0.49,0.0,0.13,0.46,0.0,0.02,1.02,0.0,0.14,0.0,0.0,0.0,0.3
121,4.1,141,0.138,0.053,-0.047,-0.135,-0.462,0.64,0.0,1.06,0.0,0.51,0.37,0.18,0.69,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.29
122,4.2,141,0.138,0.053,-0.047,-0.136,-0.461,0.66,0.0,1.1,0.0,0.46,0.23,0.14,0.68,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.29
123,4.3,141,0.141,0.053,-0.048,-0.14,-0.462,0.83,0.0,1.1,0.0,0.78,0.35,0.27,0.6,0.03,0.0,1.03,0.17,0.11,0.0,0.0,0.0,0.34
124,0.0,169,0.053,0.029,-0.098,-0.075,0.195,0.59,0.19,0.0,0.0,0.4,0.0,0.63,1.26,0.65,0.34,0.61,0.27,0.09,0.0,0.0,0.0,0.0
125,0.1,169,0.109,-0.0,-0.14,-0.16,0.209,0.58,0.0,0.0,0.0,0.29,0.77,0.68,1.38,0.21,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
126,0.2,169,0.146,0.078,-0.083,-0.228,0.217,0.24,0.0,0.0,0.0,0.29,0.81,0.54,1.08,0.03,0.0,0.55,0.0,0.0,0.0,0.0,0.0,1.5
127,0.3,169,0.139,0.135,0.017,-0.236,0.25,0.29,0.0,0.16,0.0,0.13,2.1,0.56,1.01,0.0,0.0,0.52,0.0,0.43,0.0,0.0,0.68,0.44
128,0.4,169,0.133,0.163,0.068,-0.222,0.262,0.43,0.0,0.0,0.85,0.0,0.55,0.48,0.48,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.96,0.13
129,0.5,169,0.133,0.139,0.059,-0.219,0.29,0.45,0.0,0.13,0.62,0.0,0.49,0.46,0.79,0.0,0.0,0.81,0.0,0.5,0.0,0.76,0.49,0.0
130,0.6,169,0.145,0.133,0.053,-0.237,0.29100000000000004,0.77,0.0,0.02,0.01,0.0,0.76,0.32,0.77,0.0,0.0,0.81,0.0,0.94,0.0,0.94,0.38,0.0
131,0.7,169,0.175,0.147,0.044,-0.281,0.266,0.0,0.0,0.12,0.09,0.0,0.0,0.45,0.63,0.0,0.0,0.73,0.0,0.76,0.0,0.9,0.0,0.78
132,0.8,169,0.181,0.135,0.051,-0.278,0.25,0.22,0.0,0.0,0.0,0.0,1.3,0.65,0.99,0.0,0.0,0.6,0.0,0.73,0.0,0.79,0.3,0.0
133,0.9,169,0.193,0.128,0.043,-0.292,0.233,0.0,0.0,0.0,0.0,0.0,0.59,0.34,1.1,0.0,0.0,0.32,0.0,0.96,0.0,0.81,0.13,0.0
134,1.0,169,0.198,0.11,0.0,-0.28300000000000003,0.209,0.35,0.0,0.0,0.0,0.03,1.12,0.27,1.48,0.1,0.0,0.0,0.0,1.09,0.0,0.22,0.0,0.0
135,1.1,169,0.17600000000000002,0.101,-0.018000000000000002,-0.245,0.218,0.26,0.0,0.0,0.0,0.03,1.25,0.53,1.47,0.17,0.0,0.0,0.0,1.07,0.0,0.0,0.5,0.06
136,1.2,169,0.166,0.095,-0.025,-0.231,0.225,0.22,0.0,0.0,0.0,0.49,1.97,0.93,1.8,0.51,0.0,0.41,0.0,0.75,0.0,0.05,0.33,0.0
137,1.3,169,0.156,0.084,-0.034,-0.218,0.226,0.34,0.0,0.2,0.0,0.47,0.77,1.2,1.61,0.51,0.0,0.27,0.0,0.98,0.0,0.07,0.08,0.0
138,1.4,169,0.14400000000000002,0.073,-0.042,-0.201,0.226,0.18,0.0,0.14,0.0,0.68,1.66,1.27,1.44,0.72,0.0,0.29,0.0,0.98,0.0,0.0,0.0,0.0
139,1.5,169,0.147,0.064,-0.058,-0.197,0.211,0.44,0.0,0.31,0.0,1.0,1.58,1.03,1.92,1.01,0.0,0.34,0.0,1.16,0.0,0.0,0.0,0.02
140,0.2,97,-0.444,0.184,0.162,0.613,-0.295,0.73,0.34,0.96,2.26,0.0,0.54,0.92,0.76,0.0,0.0,0.33,0.0,0.0,0.0,0.96,4.05,0.0
